1,2548
2,2158
3,4056
4,4248
5,4464
6,4404
7,5248
8,5536
9,7112
10,8000
11,8000
12,8000
13,7608
14,6000
15,5727
16,5580
17,4901
18,2000
19,0
20,0
21,0
22,-462
23,5246
24,4466
25,2548
26,2158
27,4056
28,4248
29,4464
30,4404
31,5248
32,5536
33,7112
34,8000
35,8000
